PSNR,SSIM,Colorfulness_pred,Colorfulness_gt
11.689902799013293,0.4657797854411195,0,0
15.300338278301188,0.5825764471720861,0,0
17.16940264895105,0.7452141029573388,0,0
17.341757216663435,0.49354484679467997,0,0
17.63531228793232,0.5431448245872591,0,0
16.761039733839162,0.3724264149953718,0,0
19.602377719825878,0.20845345926479023,0,0
16.849830616243487,0.2795002413135353,0,0
17.71429325281033,0.42434031307676423,0,0
19.73046346759929,0.30428392761620765,0,0
13.383991544229366,0.21230186052041808,0,0
15.190100306548098,0.3376339106045478,0,0
18.591963253830286,0.21365469589973038,0,0
17.19909759150721,0.2683024712005136,0,0
16.63125964268016,0.2335475633011804,0,0
16.467972143139185,0.38464193672314456,0,0
17.821788676060827,0.22096482572516307,0,0
18.863386519614515,0.26483990564712784,0,0
18.747284074059998,0.13795922490847104,0,0
23.677653040365723,0.7003004557412048,0,0
20.95688876038004,0.49710136675305544,0,0
19.574528035540972,0.28962021481547207,0,0
18.131618708330542,0.195659297607742,0,0
23.349075515071604,0.5813347597352069,0,0
21.36804827820598,0.397999849368198,0,0
25.18977862072675,0.6865863995554253,0,0
18.68901149652235,0.25583740863477394,0,0
20.722529967079744,0.49920079270318424,0,0
22.816224637350846,0.520710534997164,0,0
17.69774461241544,0.6026397413465121,0,0
19.25828003992963,0.617890855004144,0,0
16.922533982967355,0.46712850665575595,0,0
24.077854916681012,0.46470128532705496,0,0
19.38780580304863,0.43325317099173394,0,0
15.93258406709424,0.5383341422213032,0,0
13.171807839036116,0.2440187856446933,0,0
14.156227770081856,0.3737787008003333,0,0
19.918456477984947,0.6402833478931172,0,0
21.309310390599585,0.6977755763858952,0,0
22.01086562545577,0.5984730632705791,0,0
19.63631393251266,0.5488395128434268,0,0
22.14853751901915,0.6577450190844404,0,0
19.82611684565026,0.5335736244648812,0,0
20.140848152958103,0.6338259311408964,0,0
16.59077506805938,0.4245675359044576,0,0
15.022995765549394,0.5469363130026821,0,0
22.504616410155243,0.7201103602247002,0,0
19.31685594161111,0.6037277221019403,0,0
19.61649267250994,0.5291939921466026,0,0
17.47097176040194,0.37814177168348606,0,0
