PSNR,SSIM,Colorfulness_pred,Colorfulness_gt
11.343521146034377,0.47608347180563354,0,0
15.075990395662014,0.5818371580922818,0,0
16.719814105129856,0.7285015496451234,0,0
17.55041607672246,0.5035393058458698,0,0
16.87469146248219,0.5314597751683209,0,0
16.339538471649746,0.368642271615154,0,0
17.99519963559025,0.21231380485903284,0,0
15.947472992359963,0.28134332202787676,0,0
17.92625920618816,0.4404206657894341,0,0
18.84629280727655,0.33445989187999636,0,0
12.414753990562065,0.20707078524729192,0,0
14.84838251171885,0.32922635463713956,0,0
18.291181102747508,0.2463203015120036,0,0
16.85285160647331,0.27627715014857523,0,0
17.04364295057671,0.25626911415900094,0,0
15.93953157633893,0.3779178736420769,0,0
18.384862338408865,0.2443520908512824,0,0
18.458443049619223,0.26866207178294893,0,0
18.84079122419675,0.16927891999490072,0,0
23.461067429788542,0.6786844986981165,0,0
20.038681718096775,0.46429620976746366,0,0
19.52424560187564,0.3208063923301023,0,0
18.368583816284712,0.22243417439731714,0,0
23.720785509798713,0.6203335633921885,0,0
21.169484850360586,0.41634014143465237,0,0
24.590117023937275,0.6580543241456066,0,0
18.838395770122304,0.2867240698466443,0,0
20.52900692741281,0.5269676471023065,0,0
22.34148368284054,0.4622255441775163,0,0
17.61669922368646,0.5919229083669474,0,0
18.523641836274518,0.6123626614084927,0,0
16.934181461555056,0.44858173064937334,0,0
23.665439974165604,0.4688085446134513,0,0
18.886843727767733,0.43768216037366203,0,0
15.320962569401235,0.5327125801838722,0,0
13.077439192135786,0.24109919353673467,0,0
12.849875083822875,0.3573918776386635,0,0
20.06610361048335,0.637466398782014,0,0
21.35282029098864,0.6940736376084349,0,0
20.88143392017908,0.5520358532129981,0,0
18.622116430846777,0.5306873646541784,0,0
21.66417597703228,0.6450154539657864,0,0
20.067717663618758,0.5561023676754907,0,0
20.033278127776477,0.6314890335109491,0,0
16.34572090225182,0.4177846139990071,0,0
15.162897475233958,0.5457020132458489,0,0
23.06796886243032,0.7175992471439018,0,0
19.440016988814463,0.6044355565826232,0,0
19.56754990115285,0.5196793231944862,0,0
16.765252581598702,0.36486574216428735,0,0
