Iteration,L1_loss,Feature_loss,MS_SSIM,Iter_LR
100,0.23416733741760254,-1,0.5165422558784485,0.0001
200,0.19672958552837372,-1,0.5230283141136169,0.0001
300,0.15726684033870697,-1,0.4771295189857483,0.0001
400,0.11326511949300766,-1,0.3868328332901001,0.0001
500,0.08105310052633286,-1,0.3109778165817261,0.0001
600,0.10420074313879013,-1,0.3577157258987427,0.0001
700,0.0912870392203331,-1,0.33369481563568115,0.0001
800,0.11351482570171356,-1,0.3306499719619751,0.0001
900,0.07338890433311462,-1,0.29593831300735474,0.0001
1000,0.05850064754486084,-1,0.19846278429031372,0.0001
1100,0.06077314540743828,-1,0.22922813892364502,0.0001
1200,0.05812571942806244,-1,0.2558424472808838,0.0001
1300,0.043088626116514206,-1,0.15547645092010498,0.0001
1400,0.07871253788471222,-1,0.2734423875808716,0.0001
1500,0.04946698248386383,-1,0.26026755571365356,0.0001
1600,0.054636552929878235,-1,0.2137647271156311,0.0001
1700,0.049829091876745224,-1,0.22484666109085083,0.0001
1800,0.06045667454600334,-1,0.23444616794586182,0.0001
1900,0.05129270255565643,-1,0.15611588954925537,0.0001
2000,0.03833992779254913,-1,0.1703277826309204,0.0001
2100,0.06268968433141708,-1,0.24016249179840088,0.0001
2200,0.0646536648273468,-1,0.17468321323394775,0.0001
2300,0.05601096525788307,-1,0.18115341663360596,0.0001
2400,0.05487550050020218,-1,0.16999828815460205,0.0001
2500,0.06929159164428711,-1,0.280855655670166,0.0001
2600,0.05955091118812561,-1,0.21745538711547852,0.0001
2700,0.053904592990875244,-1,0.18031299114227295,0.0001
2800,0.04448724910616875,-1,0.17493969202041626,0.0001
2900,0.06265627592802048,-1,0.24451994895935059,0.0001
3000,0.06973616778850555,-1,0.245231032371521,0.0001
3100,0.0868169292807579,-1,0.2638031244277954,0.0001
3200,0.05496997758746147,-1,0.2394505739212036,0.0001
3300,0.039325304329395294,-1,0.14634084701538086,0.0001
3400,0.04771034047007561,-1,0.19422036409378052,0.0001
3500,0.041994981467723846,-1,0.21046215295791626,0.0001
3600,0.0322355180978775,-1,0.11954003572463989,0.0001
3700,0.05749211460351944,-1,0.2203226089477539,0.0001
3800,0.0399383008480072,-1,0.23113566637039185,0.0001
3900,0.03837171196937561,-1,0.19046473503112793,0.0001
4000,0.04223381727933884,-1,0.19802552461624146,0.0001
4100,0.04774804040789604,-1,0.20798122882843018,0.0001
4200,0.04130115360021591,-1,0.13824516534805298,0.0001
4300,0.0324452742934227,-1,0.1516110897064209,0.0001
4400,0.04602348804473877,-1,0.19449615478515625,0.0001
4500,0.047705091536045074,-1,0.14634203910827637,0.0001
4600,0.05354888364672661,-1,0.15490877628326416,0.0001
4700,0.052317243069410324,-1,0.15138483047485352,0.0001
4800,0.05018004775047302,-1,0.23895198106765747,0.0001
4900,0.04338757321238518,-1,0.19554662704467773,0.0001
5000,0.04178526997566223,-1,0.1602029800415039,0.0001
5100,0.0337306372821331,-1,0.1496291160583496,0.0001
5200,0.049883127212524414,-1,0.2246953248977661,0.0001
5300,0.0532691590487957,-1,0.22332394123077393,0.0001
5400,0.06478309631347656,-1,0.23452997207641602,0.0001
5500,0.05275747925043106,-1,0.227652907371521,0.0001
5600,0.0357264019548893,-1,0.13469457626342773,0.0001
5700,0.0458453893661499,-1,0.1853557825088501,0.0001
5800,0.043484702706336975,-1,0.19980478286743164,0.0001
5900,0.030116941779851913,-1,0.11038261651992798,0.0001
6000,0.03385806083679199,-1,0.16786563396453857,0.0001
6100,0.03625961020588875,-1,0.21928513050079346,0.0001
6200,0.040058426558971405,-1,0.17960292100906372,0.0001
6300,0.03909308463335037,-1,0.1854548454284668,0.0001
6400,0.04375853389501572,-1,0.19663238525390625,0.0001
6500,0.03293474391102791,-1,0.1326931118965149,0.0001
6600,0.030117502436041832,-1,0.14450770616531372,0.0001
6700,0.03935432434082031,-1,0.1811748743057251,0.0001
6800,0.04304932802915573,-1,0.13402128219604492,0.0001
6900,0.032155293971300125,-1,0.13693231344223022,0.0001
7000,0.043707918375730515,-1,0.1416926383972168,0.0001
7100,0.045989226549863815,-1,0.2218087911605835,0.0001
7200,0.04044715687632561,-1,0.18467533588409424,0.0001
7300,0.039114221930503845,-1,0.1521211862564087,0.0001
7400,0.031348228454589844,-1,0.1462411880493164,0.0001
7500,0.04914820194244385,-1,0.21772891283035278,0.0001
7600,0.048281699419021606,-1,0.21111655235290527,0.0001
7700,0.061605773866176605,-1,0.2274971604347229,0.0001
7800,0.04993140697479248,-1,0.2139449119567871,0.0001
7900,0.03118748962879181,-1,0.12816917896270752,0.0001
8000,0.03992701321840286,-1,0.17640948295593262,0.0001
8100,0.03322364017367363,-1,0.18892991542816162,0.0001
8200,0.0238676518201828,-1,0.1041264533996582,0.0001
8300,0.03247193247079849,-1,0.16575074195861816,0.0001
8400,0.0348808616399765,-1,0.20401155948638916,0.0001
8500,0.03383193537592888,-1,0.1752018928527832,0.0001
8600,0.0392782986164093,-1,0.17879706621170044,0.0001
8700,0.04070121794939041,-1,0.18918704986572266,0.0001
8800,0.03008478879928589,-1,0.12120497226715088,0.0001
8900,0.030650293454527855,-1,0.1396082639694214,0.0001
9000,0.03457427769899368,-1,0.17452961206436157,0.0001
9100,0.038391001522541046,-1,0.12879085540771484,0.0001
9200,0.033241257071495056,-1,0.13260900974273682,0.0001
9300,0.040224939584732056,-1,0.1368868350982666,0.0001
9400,0.045649003237485886,-1,0.21609055995941162,0.0001
9500,0.04220595210790634,-1,0.17838269472122192,0.0001
9600,0.03887307271361351,-1,0.14852410554885864,0.0001
9700,0.03137383982539177,-1,0.14098888635635376,0.0001
9800,0.04355723783373833,-1,0.20682817697525024,0.0001
9900,0.04775863140821457,-1,0.2034459114074707,0.0001
10000,0.058498360216617584,-1,0.2210252285003662,0.0001
10100,0.041439469903707504,-1,0.20399463176727295,0.0001
10200,0.027433432638645172,-1,0.12501895427703857,0.0001
10300,0.041007593274116516,-1,0.17070496082305908,0.0001
10400,0.030670683830976486,-1,0.1835038661956787,0.0001
10500,0.023531271144747734,-1,0.10189390182495117,0.0001
10600,0.028996458277106285,-1,0.157068133354187,0.0001
10700,0.03461591899394989,-1,0.1975734829902649,0.0001
10800,0.03265531361103058,-1,0.1718730926513672,0.0001
10900,0.03361129015684128,-1,0.17047959566116333,0.0001
11000,0.04128694534301758,-1,0.1881459355354309,0.0001
11100,0.028835877776145935,-1,0.11809957027435303,0.0001
11200,0.027804045006632805,-1,0.13593149185180664,0.0001
11300,0.033305615186691284,-1,0.16955667734146118,0.0001
11400,0.03693658113479614,-1,0.1245468258857727,0.0001
11500,0.028464844450354576,-1,0.12469351291656494,0.0001
11600,0.036953046917915344,-1,0.1335582733154297,0.0001
11700,0.040705952793359756,-1,0.20788174867630005,0.0001
11800,0.03719210624694824,-1,0.17186975479125977,0.0001
11900,0.036725956946611404,-1,0.14334231615066528,0.0001
12000,0.029026173055171967,-1,0.13683414459228516,0.0001
12100,0.04480418190360069,-1,0.20228582620620728,0.0001
12200,0.04764128848910332,-1,0.19771504402160645,0.0001
12300,0.05291573330760002,-1,0.2156367301940918,0.0001
12400,0.041672348976135254,-1,0.19940483570098877,0.0001
12500,0.027345813810825348,-1,0.12225037813186646,0.0001
12600,0.037689052522182465,-1,0.16557246446609497,0.0001
12700,0.03241292014718056,-1,0.17889100313186646,0.0001
12800,0.021868383511900902,-1,0.09672534465789795,0.0001
12900,0.029949327930808067,-1,0.1505894660949707,0.0001
13000,0.03156266361474991,-1,0.19259881973266602,0.0001
13100,0.030093301087617874,-1,0.16591370105743408,0.0001
13200,0.03287413343787193,-1,0.16491281986236572,0.0001
13300,0.039482735097408295,-1,0.18113839626312256,0.0001
13400,0.02896360121667385,-1,0.11437350511550903,0.0001
13500,0.031750138849020004,-1,0.13263094425201416,0.0001
13600,0.034559451043605804,-1,0.1656932830810547,0.0001
13700,0.03692256659269333,-1,0.12629586458206177,0.0001
13800,0.029664473608136177,-1,0.12067830562591553,0.0001
13900,0.034664563834667206,-1,0.13149404525756836,0.0001
14000,0.039762262254953384,-1,0.20226871967315674,0.0001
14100,0.03996942192316055,-1,0.16746503114700317,0.0001
14200,0.039531879127025604,-1,0.1438387632369995,0.0001
14300,0.029317665845155716,-1,0.13414698839187622,0.0001
14400,0.040649883449077606,-1,0.19596552848815918,0.0001
14500,0.0469818115234375,-1,0.19372224807739258,0.0001
