PSNR,SSIM,Colorfulness_pred,Colorfulness_gt
11.318768539316675,0.47463648200607,0,0
15.05228279972468,0.5797759489940004,0,0
16.478252225481935,0.7235920760066733,0,0
17.470297795701967,0.5041443073045976,0,0
16.75401371845027,0.5345066732330345,0,0
16.204868787444383,0.36869787179296615,0,0
17.692095766722712,0.21267515197482975,0,0
15.76774111256669,0.2827247532634017,0,0
17.793218344058612,0.4388096304758185,0,0
18.66150415351452,0.33922163757381396,0,0
12.213201155113374,0.20607345914700073,0,0
14.791841096906726,0.3293471996666732,0,0
18.19493843707169,0.2508007415602344,0,0
16.716998048947044,0.27807579788973497,0,0
17.06513266770761,0.25986072178264535,0,0
15.811235944107555,0.37778323054084256,0,0
18.406820445338795,0.2477323610361665,0,0
18.27922601843453,0.26797823414949434,0,0
18.901147067286264,0.17997873286051205,0,0
23.43658958948947,0.6767687483151876,0,0
19.76783280283193,0.4595042183917937,0,0
19.48930059964342,0.326857266463871,0,0
18.336014153632934,0.22360789556207217,0,0
23.684993042400656,0.6221254873128698,0,0
21.023804402161606,0.41746391350247974,0,0
24.5515786699997,0.6575911045939208,0,0
18.837504976727615,0.29141561137831634,0,0
20.424478143625784,0.5296076293652684,0,0
22.2641416174463,0.4594437289306251,0,0
17.404086317722843,0.5864400776861222,0,0
18.46800501095806,0.6146795524081893,0,0
16.890214404618447,0.4441896740788737,0,0
23.559015437793786,0.4654998093469673,0,0
18.676440420054,0.432499084639888,0,0
15.197204203256211,0.5318234928221919,0,0
13.019552369656083,0.239594294295472,0,0
12.55620200469581,0.3541339708995892,0,0
20.104872741742234,0.6366977980235389,0,0
21.393361019817803,0.693479098168873,0,0
20.66934304970659,0.5456346862513806,0,0
18.586779064618923,0.5389981656630879,0,0
21.517491847615243,0.6417182720152139,0,0
19.938544549103344,0.5563673264038779,0,0
19.97835791591953,0.6300700064329199,0,0
16.305100912939313,0.4160580125356483,0,0
15.210890383020674,0.5458716110714376,0,0
23.046956582100535,0.7166318454189492,0,0
19.47245693214315,0.6047661051137568,0,0
19.60238469123131,0.5192342099558,0,0
16.594913644449196,0.36176083511277385,0,0
