PSNR,SSIM,Colorfulness_pred,Colorfulness_gt
21.40059597463399,0.7322607222532463,0,0
15.393514115893927,0.42663033542627465,0,0
14.348349588967125,0.24148480056944446,0,0
21.837554605502856,0.4683552748850139,0,0
16.56496099885797,0.21763166584191987,0,0
13.328239611264392,0.5097959415822624,0,0
24.529793609997284,0.6708791254864092,0,0
19.446884753155388,0.5433669526185545,0,0
21.43311211622634,0.4604983968838218,0,0
25.235717215980713,0.708535888541335,0,0
18.266742536784765,0.44893114073810647,0,0
18.554603959811377,0.37162672536795616,0,0
23.168440456832002,0.741110114009515,0,0
18.15543259417417,0.631127687283706,0,0
26.295032638670556,0.8284399066104418,0,0
18.402910302490763,0.4236509834968633,0,0
16.75237990223406,0.4389390374657651,0,0
21.761194928927246,0.5373772455467712,0,0
22.486201186740416,0.6019218184873998,0,0
21.502418103313737,0.5592025511857363,0,0
20.288052679925052,0.3772186099359631,0,0
16.803240866535194,0.6489017240898723,0,0
21.184816700490686,0.3814768654455878,0,0
23.21229754187516,0.6706085121824666,0,0
19.458364008519354,0.6729043184304585,0,0
20.566999131756486,0.36663923333141457,0,0
19.3404727397338,0.6098361046733682,0,0
22.29251298842211,0.591979422638618,0,0
24.776789102656632,0.5032391900331419,0,0
20.295915452342417,0.4194191539477213,0,0
20.174637818347257,0.43892521609962665,0,0
13.884845882033723,0.27343502816926063,0,0
21.50156294940033,0.6946520398831639,0,0
17.06086624135728,0.37329798644759843,0,0
21.564414721044663,0.5988581206321437,0,0
15.527986836874748,0.5809308808274289,0,0
17.49420748470399,0.482626357987024,0,0
22.466061018336546,0.6713453147786254,0,0
18.48084489924825,0.6971420154785574,0,0
17.446523297419155,0.4665785913638687,0,0
22.79458804967576,0.4670985463714808,0,0
24.425139111898275,0.709274508249426,0,0
22.07056004170546,0.6399017137497233,0,0
17.791941314901454,0.4835256571344447,0,0
23.286641118297773,0.6415482457891691,0,0
19.218052636753157,0.6522510984702451,0,0
22.60616887298049,0.764836423660503,0,0
21.002187823493877,0.5688798307113098,0,0
15.270556191926541,0.22470885844570018,0,0
24.85349143585892,0.6510563745307194,0,0
