PSNR,SSIM,Colorfulness_pred,Colorfulness_gt
21.15924428952659,0.8200524620146677,0,0
22.01420544478953,0.8543572723208394,0,0
25.680791615103203,0.9460565834344853,0,0
28.613685968429607,0.9348059484723006,0,0
25.143447511740217,0.8365242136731771,0,0
20.411646637708817,0.5053995174381172,0,0
21.126904684187778,0.355653601564116,0,0
21.79295633399752,0.48265543537139804,0,0
26.809437207967186,0.8053084310771478,0,0
24.322673649829273,0.6854020829575093,0,0
15.764521668449161,0.2582536862620119,0,0
18.01779392837348,0.5813562785037242,0,0
24.318689323468604,0.6386763866391815,0,0
20.274322275744776,0.4427644929817746,0,0
21.055325403377214,0.5057104912530778,0,0
22.47533527902283,0.5993238276013898,0,0
21.627150476421804,0.48633993935232683,0,0
19.1929028693284,0.34713933100998995,0,0
22.308190215206825,0.6186497709935838,0,0
20.03951565958666,0.6806950069191252,0,0
21.897777037333928,0.63482423756799,0,0
20.22481261620865,0.6749181194906245,0,0
21.580604369931677,0.6017174388071287,0,0
16.903516113283356,0.6513692770184419,0,0
25.673670386146984,0.7650882902928758,0,0
29.337105881910457,0.8418914216753425,0,0
29.212239714671433,0.8954955253403347,0,0
25.786814387855486,0.7852323232637843,0,0
28.43698273339261,0.8163209071629635,0,0
28.188196614084234,0.9158449565327782,0,0
29.26100090146461,0.9109800817485816,0,0
20.886324986049605,0.6201225146943281,0,0
27.594619936371817,0.8406609470573132,0,0
30.24599468094913,0.8728333780787422,0,0
20.26594808986248,0.7215345273429562,0,0
13.458379170752073,0.2566345359752911,0,0
19.579157117826888,0.5602866739450142,0,0
16.42779054412062,0.5377222956847133,0,0
15.549694855457982,0.6054672756445926,0,0
18.5892549304149,0.5860299833904274,0,0
23.374573082272164,0.698117350576292,0,0
17.202991451940036,0.5962668017892868,0,0
19.228315615892583,0.5264355577188399,0,0
17.14407269653282,0.550674238105382,0,0
13.732126959966424,0.40690251812220435,0,0
15.83099782255995,0.5404495693575061,0,0
16.356126515751154,0.5779136625222393,0,0
14.773145955533147,0.6198633004492174,0,0
15.506843332009147,0.5927033902476725,0,0
16.02714217621528,0.39790843072235943,0,0
