PSNR,SSIM,Colorfulness_pred,Colorfulness_gt
20.978712240537206,0.825941100344804,0,0
21.73599415425675,0.8573644056652757,0,0
26.359367621758686,0.9496872857736985,0,0
28.769828419783327,0.9335106135468889,0,0
26.23396756607749,0.8521696203729004,0,0
20.576771425967905,0.5320212207376654,0,0
23.374060323266505,0.40509072335905083,0,0
22.237227186090756,0.5102042090160699,0,0
27.10348416379057,0.8102958595585439,0,0
25.997786466151574,0.7341220845340937,0,0
15.861812290411972,0.2839783185740041,0,0
18.08499200920086,0.5942598100752708,0,0
24.612947802204662,0.6440015083243349,0,0
20.30899573161523,0.4695671741461634,0,0
21.06188621886541,0.5202413037688182,0,0
22.86137011821364,0.604454715393853,0,0
21.92840273228112,0.5063557827698175,0,0
20.098490522635597,0.3941298429496795,0,0
22.832810173942008,0.6088315729079841,0,0
21.36639454966687,0.6730862729709407,0,0
22.401250762407706,0.656002361543061,0,0
22.02537874317944,0.6693424056483602,0,0
21.683044346442067,0.5736710229801304,0,0
19.45213309580868,0.6658534271438872,0,0
27.161441347150337,0.7745414525526105,0,0
29.2748505075272,0.8351085395158767,0,0
30.182186336577878,0.9056220795816928,0,0
26.10633070603305,0.8024334371671328,0,0
29.356903351258225,0.8350609468433822,0,0
28.374115946396646,0.9200883497334219,0,0
30.298595682712346,0.9202175362569126,0,0
20.895171390456028,0.6105945402583267,0,0
28.69536571525414,0.8129993253591955,0,0
30.330416034773194,0.87709434131053,0,0
20.286846914787155,0.7037030883149854,0,0
15.401753983256079,0.32283593933144655,0,0
21.210683274936276,0.6320039834308914,0,0
18.126689233972414,0.5875571915051442,0,0
17.347079674075413,0.650888347217189,0,0
20.600312418474953,0.6186375833027015,0,0
24.147826912291013,0.7170717708259065,0,0
19.121462395432182,0.6254608852872637,0,0
20.0590870091359,0.5553203797803558,0,0
17.554689827365436,0.5682558690205823,0,0
15.482140535494576,0.4929458617147298,0,0
16.846432501049723,0.583497597103482,0,0
17.941191448673962,0.5930502348403387,0,0
16.2930088824414,0.6120624738162549,0,0
17.57098655401052,0.6335812509286671,0,0
17.77763965712452,0.4275957286630341,0,0
