Iteration,L1_loss,Feature_loss,MS_SSIM,Iter_LR
100,0.09141711890697479,-1,0.26102447509765625,0.0001
200,0.10090498626232147,-1,0.37818336486816406,0.0001
300,0.08931396901607513,-1,0.2813243865966797,0.0001
400,0.07843475043773651,-1,0.23813611268997192,0.0001
500,0.0640006884932518,-1,0.20627480745315552,0.0001
600,0.07912741601467133,-1,0.3068488836288452,0.0001
700,0.07549380511045456,-1,0.25765353441238403,0.0001
800,0.1104402244091034,-1,0.2952066659927368,0.0001
900,0.07141464203596115,-1,0.27609360218048096,0.0001
1000,0.047514643520116806,-1,0.1650562286376953,0.0001
1100,0.07003507763147354,-1,0.22480040788650513,0.0001
1200,0.05541388690471649,-1,0.2535114288330078,0.0001
1300,0.03796146810054779,-1,0.13992929458618164,0.0001
1400,0.06174905225634575,-1,0.22445011138916016,0.0001
1500,0.048578254878520966,-1,0.23557138442993164,0.0001
1600,0.05961186811327934,-1,0.224700927734375,0.0001
1700,0.05090833827853203,-1,0.23700284957885742,0.0001
1800,0.06092752143740654,-1,0.23071891069412231,0.0001
1900,0.050547242164611816,-1,0.1630420684814453,0.0001
2000,0.046200551092624664,-1,0.22807270288467407,0.0001
2100,0.04960787296295166,-1,0.2066224217414856,0.0001
2200,0.0493946373462677,-1,0.16124176979064941,0.0001
2300,0.04723558574914932,-1,0.17602688074111938,0.0001
2400,0.04471774026751518,-1,0.15665483474731445,0.0001
2500,0.055688515305519104,-1,0.25203001499176025,0.0001
2600,0.05443723127245903,-1,0.22029507160186768,0.0001
2700,0.0510987713932991,-1,0.1836857795715332,0.0001
2800,0.03980041295289993,-1,0.1615443229675293,0.0001
2900,0.05456795543432236,-1,0.25488126277923584,0.0001
3000,0.05995728820562363,-1,0.2209087610244751,0.0001
3100,0.06907616555690765,-1,0.24939852952957153,0.0001
3200,0.05568931996822357,-1,0.23726356029510498,0.0001
3300,0.03544085472822189,-1,0.14495283365249634,0.0001
3400,0.05222555249929428,-1,0.1972060203552246,0.0001
3500,0.04889189451932907,-1,0.22466015815734863,0.0001
3600,0.03013242781162262,-1,0.1204296350479126,0.0001
3700,0.04035022482275963,-1,0.16872572898864746,0.0001
3800,0.0401117317378521,-1,0.21063899993896484,0.0001
3900,0.04427687078714371,-1,0.20587754249572754,0.0001
4000,0.04364674910902977,-1,0.2034512162208557,0.0001
4100,0.054683785885572433,-1,0.21550357341766357,0.0001
4200,0.041196033358573914,-1,0.1429445743560791,0.0001
4300,0.04036911576986313,-1,0.19865882396697998,0.0001
4400,0.03951743245124817,-1,0.17935848236083984,0.0001
4500,0.04349800944328308,-1,0.15057480335235596,0.0001
4600,0.034981582313776016,-1,0.15746945142745972,0.0001
4700,0.03987546265125275,-1,0.1429898738861084,0.0001
4800,0.047971129417419434,-1,0.23081046342849731,0.0001
4900,0.047533079981803894,-1,0.20189034938812256,0.0001
5000,0.03741530328989029,-1,0.16098976135253906,0.0001
5100,0.03532871603965759,-1,0.15063554048538208,0.0001
5200,0.054233089089393616,-1,0.23840171098709106,0.0001
5300,0.05257623642683029,-1,0.21046507358551025,0.0001
5400,0.06421525031328201,-1,0.23555421829223633,0.0001
5500,0.04368086904287338,-1,0.21921908855438232,0.0001
5600,0.02974863350391388,-1,0.1352860927581787,0.0001
5700,0.04815655201673508,-1,0.18508541584014893,0.0001
5800,0.03827261924743652,-1,0.20351868867874146,0.0001
5900,0.023652097210288048,-1,0.11362183094024658,0.0001
6000,0.032343506813049316,-1,0.1585591435432434,0.0001
6100,0.03645128011703491,-1,0.20237231254577637,0.0001
6200,0.03872950002551079,-1,0.18551170825958252,0.0001
6300,0.03870871290564537,-1,0.18702459335327148,0.0001
6400,0.05056627839803696,-1,0.2073701024055481,0.0001
6500,0.031490277498960495,-1,0.1320105791091919,0.0001
6600,0.03517426550388336,-1,0.17569410800933838,0.0001
6700,0.03629475086927414,-1,0.1716775894165039,0.0001
6800,0.037904042750597,-1,0.1339282989501953,0.0001
6900,0.029972102493047714,-1,0.14350545406341553,0.0001
7000,0.03714428469538689,-1,0.13858282566070557,0.0001
7100,0.04265987128019333,-1,0.2221584916114807,0.0001
7200,0.04141378775238991,-1,0.18928271532058716,0.0001
7300,0.03638201579451561,-1,0.15021735429763794,0.0001
7400,0.035493653267621994,-1,0.14777183532714844,0.0001
7500,0.054561078548431396,-1,0.23133981227874756,0.0001
7600,0.052665792405605316,-1,0.2047937512397766,0.0001
7700,0.05353190749883652,-1,0.22054660320281982,0.0001
7800,0.039899807423353195,-1,0.20411455631256104,0.0001
7900,0.02832840010523796,-1,0.13117241859436035,0.0001
8000,0.04566814750432968,-1,0.1821475625038147,0.0001
8100,0.034964751452207565,-1,0.19719171524047852,0.0001
8200,0.022243041545152664,-1,0.1076894998550415,0.0001
8300,0.028350286185741425,-1,0.15120279788970947,0.0001
8400,0.03364912047982216,-1,0.1957736611366272,0.0001
8500,0.035512205213308334,-1,0.17816144227981567,0.0001
8600,0.03468224033713341,-1,0.1751786470413208,0.0001
8700,0.04460006579756737,-1,0.19477999210357666,0.0001
8800,0.03067322075366974,-1,0.12448340654373169,0.0001
8900,0.030745601281523705,-1,0.1598866581916809,0.0001
9000,0.035599105060100555,-1,0.16769516468048096,0.0001
9100,0.03716656565666199,-1,0.1295304298400879,0.0001
9200,0.03503076359629631,-1,0.1363379955291748,0.0001
9300,0.035248950123786926,-1,0.13433152437210083,0.0001
9400,0.04047659784555435,-1,0.21578776836395264,0.0001
9500,0.039401646703481674,-1,0.1803572177886963,0.0001
9600,0.03339282423257828,-1,0.14299523830413818,0.0001
9700,0.030557116493582726,-1,0.1392151117324829,0.0001
9800,0.04434201121330261,-1,0.2206270694732666,0.0001
9900,0.05113851651549339,-1,0.19662487506866455,0.0001
10000,0.04840334504842758,-1,0.20488464832305908,0.0001
10100,0.039937153458595276,-1,0.20115315914154053,0.0001
10200,0.02807956002652645,-1,0.12643557786941528,0.0001
10300,0.042645007371902466,-1,0.1807282567024231,0.0001
10400,0.03532778471708298,-1,0.1901336908340454,0.0001
10500,0.02155819535255432,-1,0.10438275337219238,0.0001
10600,0.029912840574979782,-1,0.14883005619049072,0.0001
10700,0.033147700130939484,-1,0.1924368143081665,0.0001
10800,0.033910609781742096,-1,0.17014771699905396,0.0001
10900,0.03558029979467392,-1,0.171095609664917,0.0001
11000,0.04627397656440735,-1,0.1936095952987671,0.0001
11100,0.02764349989593029,-1,0.1201934814453125,0.0001
11200,0.02990931086242199,-1,0.15134429931640625,0.0001
11300,0.03467439115047455,-1,0.1641021966934204,0.0001
11400,0.03638358414173126,-1,0.1242297887802124,0.0001
11500,0.03148718178272247,-1,0.12699079513549805,0.0001
11600,0.03290213271975517,-1,0.13128167390823364,0.0001
11700,0.03957347199320793,-1,0.20909130573272705,0.0001
11800,0.03837268054485321,-1,0.17582201957702637,0.0001
11900,0.03220020979642868,-1,0.14074039459228516,0.0001
12000,0.029339050874114037,-1,0.1356857419013977,0.0001
12100,0.04660812020301819,-1,0.21282345056533813,0.0001
12200,0.050339773297309875,-1,0.192529559135437,0.0001
12300,0.04816441982984543,-1,0.2035863995552063,0.0001
12400,0.039510346949100494,-1,0.19797039031982422,0.0001
12500,0.03063441440463066,-1,0.12630128860473633,0.0001
12600,0.04347158968448639,-1,0.18147408962249756,0.0001
12700,0.038264259696006775,-1,0.19715476036071777,0.0001
12800,0.025979649275541306,-1,0.10258769989013672,0.0001
12900,0.02797187864780426,-1,0.1454804539680481,0.0001
13000,0.036219071596860886,-1,0.192543625831604,0.0001
13100,0.037198588252067566,-1,0.17464858293533325,0.0001
13200,0.04130467027425766,-1,0.1697911024093628,0.0001
13300,0.045274071395397186,-1,0.19774967432022095,0.0001
13400,0.027636297047138214,-1,0.11668062210083008,0.0001
13500,0.02920135110616684,-1,0.14669346809387207,0.0001
13600,0.031201018020510674,-1,0.15899235010147095,0.0001
13700,0.03564657270908356,-1,0.1263875961303711,0.0001
13800,0.026728417724370956,-1,0.12269461154937744,0.0001
13900,0.038172896951436996,-1,0.13144159317016602,0.0001
14000,0.03979800269007683,-1,0.20534956455230713,0.0001
14100,0.03641582652926445,-1,0.17057561874389648,0.0001
14200,0.029926618561148643,-1,0.13427913188934326,0.0001
14300,0.03033408895134926,-1,0.13611507415771484,0.0001
14400,0.04632028937339783,-1,0.20530635118484497,0.0001
14500,0.04204419255256653,-1,0.1867058277130127,0.0001
14600,0.04438408464193344,-1,0.19494545459747314,0.0001
14700,0.0338263213634491,-1,0.189613938331604,0.0001
14800,0.02408679574728012,-1,0.12125682830810547,0.0001
14900,0.04127844423055649,-1,0.17510062456130981,0.0001
15000,0.03183433413505554,-1,0.17948901653289795,0.0001
15100,0.021724693477153778,-1,0.100025475025177,0.0001
15200,0.024708261713385582,-1,0.1363910436630249,0.0001
15300,0.030374428257346153,-1,0.18674147129058838,0.0001
15400,0.031135376542806625,-1,0.15746891498565674,0.0001
15500,0.03195817023515701,-1,0.16336631774902344,0.0001
15600,0.0425417535007,-1,0.19079387187957764,0.0001
15700,0.030360912904143333,-1,0.1143345832824707,0.0001
15800,0.027346869930624962,-1,0.13864660263061523,0.0001
15900,0.03136010095477104,-1,0.15331268310546875,0.0001
16000,0.03387009724974632,-1,0.1225658655166626,0.0001
16100,0.02779681794345379,-1,0.11690431833267212,0.0001
16200,0.03714417666196823,-1,0.1304681897163391,0.0001
16300,0.040088921785354614,-1,0.20047760009765625,0.0001
16400,0.03531193733215332,-1,0.16653019189834595,0.0001
16500,0.04148602485656738,-1,0.13270783424377441,0.0001
16600,0.02864670380949974,-1,0.1306614875793457,0.0001
16700,0.04348189756274223,-1,0.20092296600341797,0.0001
16800,0.03994138166308403,-1,0.17970621585845947,0.0001
16900,0.042072247713804245,-1,0.19123107194900513,0.0001
17000,0.033010147511959076,-1,0.18689489364624023,0.0001
17100,0.02712012454867363,-1,0.12003141641616821,0.0001
17200,0.040189556777477264,-1,0.16829228401184082,0.0001
17300,0.030225347727537155,-1,0.17508184909820557,0.0001
17400,0.02204398438334465,-1,0.0967608094215393,0.0001
17500,0.02483384869992733,-1,0.13436520099639893,0.0001
17600,0.02934494987130165,-1,0.182756245136261,0.0001
17700,0.0298173651099205,-1,0.15266084671020508,0.0001
17800,0.031832005828619,-1,0.15697968006134033,0.0001
17900,0.040282636880874634,-1,0.18402814865112305,0.0001
18000,0.026707341894507408,-1,0.11243373155593872,0.0001
18100,0.02721279487013817,-1,0.1334581971168518,0.0001
18200,0.030777713283896446,-1,0.1512482762336731,0.0001
18300,0.033212944865226746,-1,0.11670786142349243,0.0001
18400,0.02492733858525753,-1,0.11173975467681885,0.0001
18500,0.030940493568778038,-1,0.12402135133743286,0.0001
18600,0.03533003851771355,-1,0.1902802586555481,0.0001
18700,0.03236039727926254,-1,0.1613699197769165,0.0001
18800,0.027962621301412582,-1,0.12356734275817871,0.0001
18900,0.02596774697303772,-1,0.12445104122161865,0.0001
19000,0.038691405206918716,-1,0.19105494022369385,0.0001
19100,0.03829701989889145,-1,0.17507582902908325,0.0001
19200,0.04111370071768761,-1,0.18343192338943481,0.0001
19300,0.032019924372434616,-1,0.1825634241104126,0.0001
19400,0.023875027894973755,-1,0.117034912109375,0.0001
19500,0.03824419155716896,-1,0.16442137956619263,0.0001
19600,0.028089281171560287,-1,0.16988813877105713,0.0001
19700,0.019529586657881737,-1,0.09220296144485474,0.0001
19800,0.023082084953784943,-1,0.12900102138519287,0.0001
19900,0.029942890629172325,-1,0.18505823612213135,0.0001
20000,0.029113251715898514,-1,0.14976835250854492,0.0001
20100,0.032365329563617706,-1,0.15207159519195557,0.0001
20200,0.03427349776029587,-1,0.17690646648406982,0.0001
20300,0.023160651326179504,-1,0.10539370775222778,0.0001
20400,0.02601020038127899,-1,0.13236677646636963,0.0001
20500,0.028668059036135674,-1,0.14807772636413574,0.0001
20600,0.03199249133467674,-1,0.11573648452758789,0.0001
20700,0.023203128948807716,-1,0.10761332511901855,0.0001
20800,0.029756169766187668,-1,0.12169152498245239,0.0001
20900,0.03451494872570038,-1,0.18492966890335083,0.0001
21000,0.02990575134754181,-1,0.15254342555999756,0.0001
21100,0.02892008051276207,-1,0.11980009078979492,0.0001
21200,0.028900420293211937,-1,0.13163423538208008,0.0001
21300,0.03758043795824051,-1,0.18144989013671875,0.0001
21400,0.03779137134552002,-1,0.17068994045257568,0.0001
21500,0.04208458587527275,-1,0.1813497543334961,0.0001
21600,0.030956683680415154,-1,0.17929327487945557,0.0001
21700,0.022687003016471863,-1,0.11343097686767578,0.0001
21800,0.03601570427417755,-1,0.15771543979644775,0.0001
21900,0.02606557309627533,-1,0.1640041470527649,0.0001
22000,0.01873461902141571,-1,0.08902847766876221,0.0001
22100,0.025181815028190613,-1,0.12829715013504028,0.0001
22200,0.02948055788874626,-1,0.1779932975769043,0.0001
22300,0.028934091329574585,-1,0.14536505937576294,0.0001
22400,0.03085148334503174,-1,0.15015184879302979,0.0001
22500,0.035273559391498566,-1,0.17078101634979248,0.0001
22600,0.02260647714138031,-1,0.10303717851638794,0.0001
22700,0.025134673342108727,-1,0.12374591827392578,0.0001
22800,0.02927090972661972,-1,0.14545851945877075,0.0001
22900,0.030718665570020676,-1,0.11112785339355469,0.0001
23000,0.023525072261691093,-1,0.10498058795928955,0.0001
23100,0.02928227186203003,-1,0.12048125267028809,0.0001
23200,0.03580310195684433,-1,0.18463832139968872,0.0001
23300,0.03121507167816162,-1,0.149200439453125,0.0001
