PSNR,SSIM,Colorfulness_pred,Colorfulness_gt
21.10779752919875,0.8178591063350357,0,0
21.96903511217846,0.8529546588497249,0,0
25.703013150070007,0.9452649641780108,0,0
28.52562034154503,0.9350242253625884,0,0
25.068583569478406,0.8336482320473168,0,0
20.29192102011916,0.4996612797911198,0,0
20.908835627658426,0.3507733944849874,0,0
21.639640729081577,0.47765478101260367,0,0
26.740504806412186,0.8039956561555393,0,0
24.1426366142247,0.6789391586366685,0,0
15.654534071115162,0.2532344224402459,0,0
17.95705328246098,0.5778644512198564,0,0
24.21987917083206,0.6360748991626427,0,0
20.130009630181345,0.43589818097052047,0,0
20.969947595692403,0.5009713324971048,0,0
22.412882285064207,0.5973371794748455,0,0
21.529799347225378,0.48086530858155196,0,0
19.0534998513918,0.3413083655640077,0,0
22.220552660478795,0.6165902460190393,0,0
19.834338436662954,0.6793675714996458,0,0
21.86471770053376,0.6326025023348973,0,0
19.96878761536404,0.6727268287232931,0,0
21.53363891067917,0.6001942104881189,0,0
16.55503469176289,0.6483909613011537,0,0
25.33439084248892,0.7610157115006649,0,0
29.25281604779197,0.8412011203610154,0,0
29.109126204873718,0.8941690424210829,0,0
25.665863970315627,0.782255556516836,0,0
28.336168035302105,0.8141634066404935,0,0
28.151622485317084,0.9151462893857967,0,0
29.11110041936507,0.9097368167331196,0,0
20.876004892168925,0.62113542467954,0,0
27.36238507926022,0.8399392830370941,0,0
30.213505430536117,0.8712857588301475,0,0
20.283297537412565,0.7262414629066672,0,0
13.25601280323439,0.2503382778658515,0,0
19.325408017499463,0.5487714695078504,0,0
16.214266345633003,0.5303774794888773,0,0
15.333720093332243,0.5983689618503898,0,0
18.369332342729166,0.5814298400604799,0,0
23.242113885600325,0.6934673013813994,0,0
16.96925056730013,0.5906307067712235,0,0
19.12489306176323,0.5203599281867066,0,0
17.051160653837083,0.5455514080885654,0,0
13.518695139571314,0.39821350169761965,0,0
15.68667691064251,0.5342104128219719,0,0
16.172612421844455,0.5756234081068135,0,0
14.627237098329957,0.618900476499669,0,0
15.296628430109545,0.5871403395007432,0,0
15.871955669075327,0.3957163655821911,0,0
